id ,image,caption
88,https://drive.google.com/file/d/1ZdZGkjagHiv30wd5lHe9y0HVf8MjJR2g/view?usp=drive_link,Change in surface air temperature for 2020–2030 relative to 1990–2000 as projected by the Canadian Centre for Climate Modeling and Analysis CGCM2. Global warming is expected to have an uneven geographic distribution with the Arctic experiencing the highest projected warming
89,https://drive.google.com/file/d/1IbymfMyZ8mFrXg12qCA7BVq3EUf_83JZ/view?usp=drive_link,"Global surface temperature anomalies (°C) for 2000–2009 relative to the 1951–1980 average, showing widespread warming, particularly in the Arctic and parts of Eurasia. Global mean anomaly: +0.60°C."
90,https://drive.google.com/file/d/1iWkbOBtk-tXt5VSYfZJ_fZphoJKVc9Ij/view?usp=drive_link,"Surface temperature anomalies (°C) for 2010–2019 compared to 1951–1980, highlighting intensified warming, especially in the Arctic and over land masses. Global mean anomaly: +0.81°C."
91,https://drive.google.com/file/d/1dYYnb5DZNembMWUL9OBVhPr8tGd278-N/view?usp=drive_link,"Projected surface temperature anomalies (ΔT) under the low-emissions scenario ssp119 for 2085–2100, showing spatial patterns of warming compared to preindustrial levels."
92,https://drive.google.com/file/d/1zcxTdYR7mRQSVs9EUdK_Ot4so2jPjP7a/view?usp=drive_link,"Normalized warming pattern (ΔT(r)/ΔT̄) for ssp119, showing regions where warming is above or below the global mean. Arctic amplification is prominent."
93,https://drive.google.com/file/d/1yZjT7fPqmQ3ZL1m25CxOYaNuscBGTLGU/view?usp=drive_link,"Projected surface temperature anomalies (ΔT) under the high-emissions scenario ssp585 for 2085–2100, with widespread warming especially across the Northern Hemisphere."
94,https://drive.google.com/file/d/1oLa_LSYZ27B6VwnGxeoF0cidBxUol-OO/view?usp=drive_link,"Normalized warming pattern for ssp585. The Arctic shows extreme warming, whereas oceans and the Southern Hemisphere show less than average warming"
95,https://drive.google.com/file/d/1WALTsKtOF2C-bByhO7s_CqQv36onHx2S/view?usp=drive_link,"Surface temperature anomalies after 136–150 years of abrupt quadrupling of CO₂, with strong Arctic amplification and globally elevated temperatures."
96,https://drive.google.com/file/d/12QWpj2ZKz4Ov9uJKdJIattbu_v32_63I/view?usp=drive_link,"Ratio of local to global warming (ΔT(r)/ΔT̄) under abrupt-4xCO2 conditions, highlighting enhanced polar amplification particularly in the Arctic."
97,https://drive.google.com/file/d/1jm4zZnsvblTPDPFEFdjGuNyF8dQZJFqf/view?usp=drive_link,"Global surface temperature change (in K) in the ACE2-SOM emulator for a 3xCO₂ climate compared to 1xCO₂. The mean warming is 3.36 K globally, 4.62 K over land, and 2.84 K over ocean/sea ice regions."
98,https://drive.google.com/file/d/16Vl63etU_b9HLZ9gJdDMMJOLnKR6yPkl/view?usp=drive_link,"Root mean square (RMS) error of surface temperature in ACE2-SOM compared to C96 SHiELD-SOM for a 3xCO₂ climate. The bias is shown at 4° resolution, with errors of 0.34 K globally, 0.45 K over land, and 0.29 K over ocean/sea ice."
99,https://drive.google.com/file/d/1NqO5ezgGO_W28oRUsS0PSvlX_5rIOqSb/view?usp=drive_link,"Surface temperature change (K) from tripling CO₂ (3xCO₂ vs. 1xCO₂) in the physics-based C24 SHiELD-SOM model. Global mean warming is 3.29 K, with 4.65 K over land and 2.74 K over ocean/sea ice."
100,https://drive.google.com/file/d/17hcf7Rbgm8A28nQt6DWGowO-3mHhYveo/view?usp=drive_link,"Surface temperature change (K) in the high-resolution C96 SHiELD-SOM for a 3xCO₂ climate. Global mean warming is 3.34 K, with a greater warming of 4.86 K over land and 2.73 K over ocean/sea ice."
101,https://drive.google.com/file/d/1mYiGwhrj7w1pzY-nffqimkpE3b8R4lVe/view?usp=drive_link,"Surface temperature bias (in K) between the lower-resolution C24 SHiELD-SOM and the high-resolution C96 SHiELD-SOM, under a 3xCO₂ climate. Positive values indicate regions where C24 overestimates temperature compared to C96."
102,https://drive.google.com/file/d/15o9_OjhTQnOf1VfDPE1lfoUgCqCooZ7D/view?usp=drive_link,"Surface air temperature difference (°C) between the 4×CO₂ scenario (years 201–300) and control (years 101–1000), showing strongest warming in the Arctic due to polar amplification."
103,https://drive.google.com/file/d/1Tqrc6qjWjsB4N_euvR4nbbVRDegVGK0M/view?usp=drive_link,Current and projected temperature changes globally (11). The top maps show the estimated climate change for a 28C global average change; the middle figure for a 38C change and the bottom figure for a 48C change. The new unpublished maps for RCP8.5 are very similar to the bottom maps.
104,https://drive.google.com/file/d/115cq66g-JisJeA3rkFl1vnl7fJMFV8zv/view?usp=drive_link,Annual mean temperature anomalies (measured 2 metres above the ground) in atmospheric-river events
105,https://drive.google.com/file/d/1zlvRadn4SKcRZ_s-O7oFHZJrqw2v6AT_/view?usp=drive_link,"Projected changes in mean annual temperature (°C) from 2070 to 2099 relative to 1961 to 1990, based on the SRES A2 emissions scenario. Results represent median projections from 16 global climate models, showing the greatest warming in high northern latitudes."
106,https://drive.google.com/file/d/1Rdgba2PjsUz5zkITwVImsXhsX95w6aZ8/view?usp=drive_link,"Predicted percent loss of amphibian species across the Western Hemisphere under future climate change scenarios. Map (A) shows projected losses in species richness, while map (B) shows projected gains. Predictions are based on ten different climate models under the A2 emissions scenario, with values reflecting areas where at least 8 out of 10 models agree. Light gray indicates regions with insufficient data for modeling."
107,https://drive.google.com/file/d/1UT2CK8vT79FICTz_xyl6WBqJMUnSsDMM/view?usp=drive_link,"Global distribution of drought-related research. Regions in deeper red shades represent areas with higher research density on droughts, with notable hotspots in the western United States, parts of Europe (e.g., Spain, Italy), South Korea, and Bangladesh. Some African countries like Ethiopia, Kenya, and Nigeria also show relatively high levels of drought research."
108,https://drive.google.com/file/d/1e_HAtNyi0XOn0HW2Gj3qi1017JgAjv2Z/view?usp=drive_link,"Global distribution of landslide-related research. Highest research densities are seen in the Alps, Himalayas, Central China, Taiwan, and parts of Japan. Despite high hazard exposure, many tropical and low-income regions remain underrepresented in landslide studies."
109,https://drive.google.com/file/d/1oiaObAT37_VAo3vzLNm9ATgoVb1EckmF/view?usp=drive_link,"Observed trend in sea surface temperature (SST) from the Extended Reconstructed SST data set version 5 (ERSSTv5) over the period 1979–2020. Shows pronounced warming in the Indo-Pacific Warm Pool and parts of the North Atlantic and North Pacific, as well as cooling in the Southern Ocean."
110,https://drive.google.com/file/d/19rwI9zUtR1XPF4GF7jsVAOb1u8j1wW90/view?usp=drive_link,"Simulated SST trend over the same period from the multi-model mean of 16 climate model large ensembles. The trend has been rescaled so that the global mean matches that of ERSSTv5, highlighting spatial differences rather than mean warming."
111,https://drive.google.com/file/d/1DJxsWYeDTfOYlbixEmCR7Zp_fxH3uVXj/view?usp=drive_link,"The normalized deviation of observed SST trends from the multi-model mean, expressed in standard deviations of ensemble spread. RMSE (root mean square error) is shown at the top right. This map highlights regions where the observed trends are most anomalous."
112,https://drive.google.com/file/d/1rI95A6polTbUjciy9m8Wdh4i4892XjX3/view?usp=drive_link,One of the dominant spatial patterns of difference between observations and modeled SST trends. Highlights greater observed warming in the Indo-Pacific and cooling in the eastern equatorial Pacific.
113,https://drive.google.com/file/d/1LWKts7pCY3zIGlHcA_PQvxshURZtH3xj/view?usp=drive_link,"Another dominant discrepancy pattern showing different spatial anomalies in SST between observations and models, particularly in the central Pacific and North Atlantic."
114,https://drive.google.com/file/d/1RWB6Eb7kzlj2IMsViJ8FFW2WGqHtrUco/view?usp=drive_link,Annual-mean near-surface (2 m) air temperature (°C) averaged over 1980–2005 from the CMIP5 multi-model ensemble mean.
115,https://drive.google.com/file/d/1IuzC1pqyvsXNml7Hw4euzVYCTTVohNPC/view?usp=drive_link,Bias in the CMIP5 multi-model ensemble mean surface temperature relative to the ERA-Interim reanalysis for 1980–2005.
116,https://drive.google.com/file/d/1l4uL9daY6GoitZBZhJSYbr5_qFNa_Yhy/view?usp=drive_link,Mean absolute error (°C) in surface temperature from the CMIP5 multi-model ensemble compared to ERA-Interim climatology over 1980–2005.
117,https://drive.google.com/file/d/1RxXK_evzi_aHTgqGEF5wheinHKsTr-aJ/view?usp=drive_link,"Root mean square error (°C) of surface temperature seasonal cycle in CMIP5 models compared to ERA-Interim data, averaged over 1980–2005."
118,https://drive.google.com/file/d/1liEaWjMR2sv31I_rIDPp2VMytECYDgJg/view?usp=drive_link,"Annual mean surface air temperature (°C) from the CMIP5 multi-model mean (1980–2005), showing general agreement with ERA-Interim, with larger biases in regions like the Himalayas and coastal upwelling zones."
119,https://drive.google.com/file/d/1zMzQ9c3ZwiTv5Ze5MMqsrDxMSr7ccWCy/view?usp=drive_link,Frequency of occurrence of local temperature anomalies (relative to 1951–1980 mean) divided by local standard deviation for land areas shown on map. Area under each curve is unity. Percentages indicate the fraction of the global land area covered by the region. ‘Shift’ and ‘width’ describe the Gaussian fit to the 2005–2015 distribution relative to 1951–1980.
120,https://drive.google.com/file/d/1b0mlat2gQHtlh6m50a4VH_MIWKIy0Lj7/view?usp=drive_link,"Changes in seasonal temperature anomaly distributions for selected regions. Bell curves show the frequency of local temperature anomalies relative to 1951–1980, indicating warming trends across decades and seasons."
121,https://drive.google.com/file/d/1JFcmT_ysMwvsigMPhZ2VMjnN9srxnVBJ/view?usp=drive_link,"For lower latitude regions. Subtropical and tropical zones show stronger shifts toward higher temperatures, with most summers exceeding +2σ relative to the 1951–1980 baseline."
122,https://drive.google.com/file/d/16B7hrKZDkn0sz3qYxqjS2baHE-saJlS5/view?usp=drive_link,"Map of surface air temperature anomalies for 2005–2015 relative to 1951–1980. Strongest warming appears in the Mediterranean, Middle East, Sahara, Gobi Desert, and southwestern United States."
123,https://drive.google.com/file/d/1-y3WOVR3PrYr1_Jawdw2CB4em4KjPqG6/view?usp=drive_link,"(a) Fossil fuel CO₂ emissions by source in 2014. (b) Cumulative emissions from 1751 to 2014. Emissions are categorized by coal, oil, gas, and cement. Data from BP (2015) and Boden et al. (2015)."
124,https://drive.google.com/file/d/1wFCTLFCqdxKTqCH9XhjsAqv_GAyAvMyB/view?usp=drive_link,(a) Per capita fossil fuel CO₂ emissions in 2014. (b) Cumulative per capita emissions since 1751. Developed countries show significantly higher emissions compared to developing nations.
125,https://drive.google.com/file/d/1xpspg1Lg9XmASPCZLIeQ3AOB1SLYQKt8/view?usp=drive_link,"Observed frequency distribution of seasonal (June–August and December–February) local temperature anomalies over India and neighboring regions. Distributions show a clear shift toward warmer anomalies over time, with increasing frequency of extreme heat events relative to the 1951–1980 baseline."
126,https://drive.google.com/file/d/1sZzrci5GB3YvHddx3e3qPRDsxTrshRqN/view?usp=drive_link,"Trends in near-surface air temperature (K/decade) from 1978–2018 based on HadCRUT4-CW observations (top left) and IPSL-CM6A-LR model outputs: ensemble mean (top right), four members with lowest RMSE (middle), and four with highest RMSE (bottom). RMSE values and member numbers are indicated. Model data are regridded to the observational grid."
127,https://drive.google.com/file/d/1fiMQqiUM9OfY0tt0wL4vIT1KUQkFDU1I/view?usp=drive_link,"Trends in upper ocean heat content (0–700 m, 10⁹ J m⁻² per decade) from 1978–2018 based on Cheng & Zhu (2016) observations (top left) and IPSL-CM6A-LR simulations: ensemble mean (top right), four members with lowest RMSE (middle), and highest RMSE (bottom). Model data are regridded to the observational grid."
128,https://drive.google.com/file/d/1MQcsHXIEEQ6k_VF71MDEsEzNeEUO_u4c/view?usp=drive_link,"Difference in average monthly temperature (°C) between the generated DiffESM output and a held-out ESM ensemble member (HO2, left), and between two held-out ESM ensemble members (HO1 vs. HO2, right). These comparisons assess how closely the generated data matches the target distribution and the internal variability of the Earth system model output"
129,https://drive.google.com/file/d/1jm9Av7f31Q0KRPAu3Ucz7B20qSDyDvUb/view?usp=drive_link,"Winter (DJF) mean temperature across Mongolia for the period 1960–2016. The map displays colder temperatures in the northern regions and milder winters in the south, highlighting the latitudinal gradient in seasonal climate."
130,https://drive.google.com/file/d/1wHtmcA2dJBd2BNMDzBP7sgpioJHpEDOo/view?usp=drive_link,"Spatial trend of summer (JJA) temperature from 1960 to 2016 in Mongolia. The map shows a significant warming trend across nearly all regions, with stippling indicating areas where the trend is statistically significant (p < 0.05)."
131,https://drive.google.com/file/d/1zeoKUA8A8v832dK1qbKIZbUqFzeC-lho/view?usp=drive_link,"Projected return periods (years) for historical 100-year floods by 2071–2100 under RCP8.5. Warmer colors indicate more frequent floods, cooler tones indicate less frequent ones."
132,https://drive.google.com/file/d/1XvZuG5qA6-6ipUBUDrqaOJ4POMC8_BcV/view?usp=drive_link,"Time-evolving surface air temperature trend from ensemble empirical mode decomposition (EEMD), showing progressive warming from 1950 to 2009, with strongest warming in northern mid-latitudes. Panel (h) shows linear trend for comparison."
133,https://drive.google.com/file/d/1EnOB0CbyX7KMlSqrhKOTT7r17i8gl3yp/view?usp=drive_link,Instantaneous warming rates based on EEMD trends from 1950 to 2009. Panel (h) shows the linear warming rate. Most regions exhibit consistent warming by 1980.
134,https://drive.google.com/file/d/1TV4oqR2VGF6KDUCk0eQbQ7pvF7WvDJeC/view?usp=drive_link,"Zonal mean surface temperature trend from 1901 to 2009, highlighting earlier warming in subtropical and subpolar Northern Hemisphere regions, later expanding poleward and southward."
135,https://drive.google.com/file/d/1zNiMG-FllYrlHJJKXbNETFpOGjYVZrB6/view?usp=drive_link,"Observed and simulated warming trends (1982–2011) over China. Panels show observed (CRU) and simulated (SCE) annual mean air temperature trends, time series of anomalies, and scatter plot comparing observations and model results."
136,https://drive.google.com/file/d/1HxmmH7TCdMx8mOZA7gTTcDi1TLxOtJNN/view?usp=drive_link,"Temporal changes in vegetation (LAI and forest area) and their effects on air temperature and energy fluxes in China (1982–2011). Includes trends in LAI, vegetation-induced temperature change, and associated changes in surface radiation and heat fluxes."
137,https://drive.google.com/file/d/1ouuH-3rh-NM4vd4Ubd5utBBVKXK9ewWm/view?usp=drive_link,"Time series and correlation between observed (CRU) and simulated (SCE) annual temperature anomalies over China (c), and their spatial correlation (d)."
138,https://drive.google.com/file/d/14JxlxgNztK5hQ6gUatDl1xmioFB-TAY6/view?usp=drive_link,"Vegetation-induced annual mean temperature change (°C/decade) across China (1982–2011), highlighting regions with significant cooling due to greening and afforestation."
139,https://drive.google.com/file/d/1D9wnnti97Q8Y9gFeGu3iMAYVcpKXsOrx/view?usp=drive_link,"Seasonal trends in leaf area index (LAI), surface energy components (radiation and fluxes), and vegetation-induced air temperature changes across China, with focus on spring and summer."
140,https://drive.google.com/file/d/1sc6b8Uwzkrb1amfovWS6U4VF7qqnsY_t/view?usp=drive_link,"Trends in surface radiation and energy fluxes (1982–2011) due to vegetation change, including net radiation, shortwave and longwave radiation, and latent/sensible heat."
141,https://drive.google.com/file/d/1F3DVgn7sp_jubAwrZ6QbLkXp1EQ6ktGq/view?usp=drive_link,"Springtime changes in temperature and atmospheric circulation induced by vegetation greening, showing trends in surface and upper-level temperature, geopotential height, and winds."
142,https://drive.google.com/file/d/1Dbi79xCQE6j5R9BmP1EjKU_JKR06fG7F/view?usp=drive_link,"Relationship between LST and evapotranspiration in afforested areas, showing that increased evapotranspiration leads to surface cooling."
143,https://drive.google.com/file/d/1Wp-JOQwoJVyEXypoepsZFjwv2_ZgvoE6/view?usp=drive_link,"Relationship between LST and albedo, indicating that lower albedo due to vegetation change can offset some cooling effects, especially in darker forested regions."
144,https://drive.google.com/file/d/1bu7nstrROSgZd6jpHgU-L37b7dFW6zu9/view?usp=drive_link,"Spatial distribution of all-cause disability-adjusted life-years (DALYs) per 100,000 people attributable to non-optimal temperature exposure in 2019, combining the effects of both heat and cold. Insets highlight regions with notable burdens, such as the Persian Gulf, Southeast Asia, and the Balkan Peninsula."
145,https://drive.google.com/file/d/1BbmQorhwAxW6FftC1UGLDmN7eCtD1OwF/view?usp=drive_link,"Global distribution of DALYs (per 100,000) attributable to high temperatures in 2019. The highest heat-related burden is observed in South and Southeast Asia, Sub-Saharan Africa, and parts of the Middle East, reflecting elevated temperature exposure and vulnerability."
146,https://drive.google.com/file/d/1Zsuzy4GmBLMv4zgUW1OVKy7zvHoeYDQa/view?usp=drive_link,"Global distribution of DALYs (per 100,000) attributable to low temperatures in 2019. Cold-related health burdens dominate in Eastern Europe, Central and East Asia, and parts of South America and North America, driven mainly by cardiovascular and respiratory diseases."
147,https://drive.google.com/file/d/1yz3eQRICzcJVWuB82ByN5Z04yMR0kPE3/view?usp=drive_link,"Global map of average daily mean temperatures at 750 locations across 43 countries used in the analysis, color-coded by temperature range. Data represent the average conditions during the study period from 2000 to 2019."
148,https://drive.google.com/file/d/1qw75gqyztx2C7EV9A2bsIr3XAP9NxM47/view?usp=drive_link,"Average annual excess deaths attributable to non-optimal temperatures between 2000 and 2019, shown at a spatial resolution of 0.5° × 0.5°. Higher densities are concentrated in Eastern and Southern Asia and parts of Europe."
149,https://drive.google.com/file/d/1gXlgihk397cKCLVFbB5y_ZJUNOqNlvil/view?usp=drive_link,Average annual excess deaths related specifically to cold temperatures from 2000 to 2019. Cold-related mortality is more spatially widespread and dominant compared to heat-related deaths.
150,https://drive.google.com/file/d/1PpGoZ3jyekvgeUk4xzkQ9R1ZuH9AU1PL/view?usp=drive_link,Average annual excess deaths related to heat exposure over the 2000–2019 period. Highest burdens are observed in parts of Europe and densely populated areas of South and East Asia.
151,https://drive.google.com/file/d/11XOgdhmICIFug0uqMtXWRotKhcsDmIdc/view?usp=drive_link,Total attributable fraction (%) of all-cause mortality related to non-optimal temperatures in 147 European regions during the observational period (1998–2012). Darker regions represent higher fractions.
152,https://drive.google.com/file/d/1gVams8kT3viBDHIFmPA_rwcYlx4FZfVa/view?usp=drive_link,Relative risk (RR) of death associated with the 99th percentile of daily temperature. Mediterranean regions show stronger heat-related mortality risk.
153,https://drive.google.com/file/d/1ANnhmsnIors-4vrZWLHi_7ioWWs74nr6/view?usp=drive_link,"Attributable fraction (%) of deaths due to cold temperatures. Most regions show a larger burden from cold than heat, with relatively homogeneous spatial distribution."
154,https://drive.google.com/file/d/1O69bN62W9ERSsQw2ATGr6kRvY_hxlCBc/view?usp=drive_link,Relative risk (RR) of death associated with the 1st percentile of daily temperature. Cold-related mortality risks are relatively uniform across Europe.
155,https://drive.google.com/file/d/1Ujx2UuR5Bj4z8Uy9x8Mp0N_wMGGWyYjt/view?usp=drive_link,Attributable fraction (%) of deaths due to heat. The Mediterranean countries exhibit the highest heat-related mortality burden.
156,https://drive.google.com/file/d/1xDiWLk-INhD7BP3jr5vGtvQNWk1ut9u_/view?usp=drive_link,"Projected anomalies in temperature-attributable mortality for the mid-21st century (2035–2064) relative to 1976–2005 under three emission scenarios (RCP2.6, RCP6.0, RCP8.5), for total, cold, and heat effects. Heat-related mortality is expected to increase, especially under RCP8.5, with significant impacts in southern Europe."
157,https://drive.google.com/file/d/1AJ_pSKRvArqHTCaXiMYW-3-RG3Ay25Oc/view?usp=drive_link,"Projected change in coastline length suitable for Vibrio (km/year) under the SSP2-4.5 scenario (2015–2100). Highest projected increases in suitability are found in Finland (52 km/year), Sweden (43), and Canada (16). Source: Figure 1B, Lancet Planet Health 2021"
158,https://drive.google.com/file/d/1fNkBVzk9X4UrbI2vjJnVQhYBiZ8YI9BS/view?usp=drive_link,"Historical change in coastline suitable for Vibrio (km/year) during 1850–2014. Most countries showed negligible change, but Sweden and Finland had slight positive trends. Source: Figure 1A, Lancet Planet Health 2021"
159,https://drive.google.com/file/d/1ZDuTq6h7eGPoQH2njtxyKsqdFbMZnPlG/view?usp=drive_link,"Historical change (1850–2014) in percentage of coastline suitable for Vibrio per year. Most areas exhibit neutral or slight decreases, with a few small increases in the Baltic region."
160,https://drive.google.com/file/d/1EmzYL-UEnHQqYh0o4bYUr02aUePQ7ay6/view?usp=drive_link,Projected change under SSP2-4.5 (2015–2100) in percentage of coastline suitable for Vibrio. Baltic nations such as Finland and Sweden show the most rapid expansion in suitable coastlines.
161,https://drive.google.com/file/d/1GhHluK6x2Y6hKmnmRnUs3Xn20dezaGsf/view?usp=drive_link,"Projected change in coastline suitable for Vibrio (km/year) under SSP5-8.5 (2015–2100) scenario. Dramatic increases in Finland (101 km/year), Sweden (85), and Canada (49)."
162,https://drive.google.com/file/d/1Ek3LE4Tr3XQTTjPY1BHWzIVpvZKcAK8s/view?usp=drive_link,"Projected change under SSP5-8.5 (2015–2100) in percentage of coastline suitable for Vibrio. Striking expansion in high-latitude regions, particularly around the Baltic Sea."
163,https://drive.google.com/file/d/13jr0PM7IrjoEDcjIKBtZpe_fgfUVXtom/view?usp=drive_link,"Effects of climate on labour, 1986–2005. (A) Labour supply factor, (B) labour productivity factor, and (C) effective labour factor (as a combination of A and B)."
164,https://drive.google.com/file/d/1wuwup5m87YGNL74xQG77JPCvwOzIvp0q/view?usp=drive_link,"Labour supply (A), labour productivity (B), and effective labour (C) for outdoor working conditions in the shade or indoors, for 1·5°C, 2·0°C, and 3·0°C global warming."
165,https://drive.google.com/file/d/12LlxETor5KTlLBn0v-EYvPHFBKG0H0je/view?usp=drive_link,"Temperature climatology and trend patterns in the stratosphere (ERA5 vs MERRA-2). Top panels show January average temperatures (K) for the period 1980–2020 at 1, 10, 50, and 100 hPa using ERA5 and MERRA-2 datasets. Bottom panels present linear temperature trends (K per decade) for the same period. Notable differences between the two reanalyses are evident at higher altitudes (e.g., 1 hPa), while agreement improves at lower levels (e.g., 100 hPa)."
166,https://drive.google.com/file/d/1SXEogLEFlza6Uil5lvb_Cmlw8JHdm5_B/view?usp=drive_link,"Winter (DJF) temperature fields (K) for four decades—1980–1990, 1990–2000, 2000–2010, and 2010–2020—at 1, 5, 10, 30, and 100 hPa using ERA5 reanalysis. The structure shows strong inter-decadal variability, with warmer anomalies in the upper stratosphere during 2000–2010 and a cooling trend in the lower stratosphere in recent decades."
167,https://drive.google.com/file/d/1hQXAR7Zd93xgoStzjdOhBlW9lNoogS_n/view?usp=drive_link,"Spatial differences (K) between decadal winter (DJF) mean temperatures for pressure levels 1, 5, 10, 30, and 100 hPa, computed from ERA5. The figure highlights significant temperature changes between 1990–2000 and 2000–2010 in both hemispheres, particularly over the Northern Hemisphere high latitudes."
168,https://drive.google.com/file/d/13sheUF8oSX3d8KyWd9YQZHWVfAAwJTKo/view?usp=drive_link,"Climatological mean of annual 2 m air temperature and sea surface temperature from (a) observation (CRU over land and ERSST over ocean), (b–e) CFSv2, CFSR, NCEP2 and ERA Interim, and (f–i) biases with respect to CRU and ERSST. Unit: °C"
169,https://drive.google.com/file/d/10ppXRHtBUB_eLqKC8lgikX-46OF7VnfY/view?usp=drive_link,"Climatological mean annual net shortwave radiation at the surface from (a) observation (CERES), (b–e) CFSv2, CFSR, NCEP2 and ERA Interim, and (f–i) climatological biases with respect to observation. Unit: W/m²"
170,https://drive.google.com/file/d/1rBVTaihyuysChTdN8uB_U94ldHDK15rX/view?usp=drive_link,"Climatological mean annual net longwave radiation at the surface from (a) observation (CERES), (b–e) CFSv2, CFSR, NCEP2 and ERA Interim, and (f–i) climatological biases with respect to observation. Unit: W/m²"
171,https://drive.google.com/file/d/1dgUFdn8C1419JYGi4IfMmApHnmRg83Ye/view?usp=drive_link,"Climatological mean annual cycle of (a) net shortwave radiation, (b) net longwave radiation, (c) sensible heat flux, and (d) latent heat flux at the surface from observation (CERES), CFSv2, CFSR, NCEP2, and ERA Interim. Unit: W/m²"
172,https://drive.google.com/file/d/1VnYBF8tEmGo-O37xjn6UcnBAImbg41Jx/view?usp=drive_link,"Climatological mean annual longwave radiation at the top of the atmosphere from (a) observation (CERES), (b–e) CFSv2, CFSR, NCEP2 and ERA Interim, and (f–i) climatological biases with respect to observation. Unit: W/m²"
173,https://drive.google.com/file/d/1UYJxsmPF8aSQnNbNM7zornITG9eYLigA/view?usp=drive_link,"Climatological mean annual cycle of (a) net shortwave radiation and (b) longwave radiation at the top of the atmosphere from observation (CERES), CFSv2, CFSR, NCEP2, and ERA Interim. Unit: W/m²"
174,https://drive.google.com/file/d/1f0PYcu1dekBzhpXmxQB7BKA5jsw7kk5B/view?usp=drive_link,"Climatological mean annual albedo at the surface from (a) observation (CERES), (b–e) CFSv2, CFSR, NCEP2 and ERA Interim, and (f–i) climatological biases (%) with respect to observation"
175,https://drive.google.com/file/d/1h3kMUjEhSBOaQtsvEfyv6l9vT2bFVhiC/view?usp=drive_link,Monthly climatological biases in CFSv2 all-sky albedo (%) with respect to observation (CERES). The green contour represents the 5 cm snow depth in CFSv2
176,https://drive.google.com/file/d/1RX7SDYuWzQQ8g79ocU18gkCGGtupuaHS/view?usp=drive_link,"Statistics on global annual mean downward shortwave radiation (SW down), upward shortwave radiation (SW up), net shortwave (Net SW), downward longwave radiation (LW down), upward longwave radiation (LW up), net longwave (Net LW), sensible heat flux (SHF), latent heat flux (LHF), ground heat flux (GHF), and imbalance at the surface from observation (CERES), CFSv2, CFSR, NCEP2, and ERA Interim. Unit: W/m²"
177,https://drive.google.com/file/d/1YweBNOu4-bJ_wI81IyJjBHt3JypXDWfM/view?usp=drive_link,Linear trend of annual surface air temperature (units: °C ­ decade−1) during 1961–2014. The dotted regions represent correla- tions required for significance at the 95% level.
178,https://drive.google.com/file/d/1o9c4dPgUmv710ODT86kAHNncCsirmrIN/view?usp=drive_link,Absolute trends in annual maximum daily discharge in the time period 1971–2010
179,https://drive.google.com/file/d/1gAkXUu5MGu0OxhjVtHBmXNp5j8J4iyqx/view?usp=drive_link,"Regional classification of global river basins by discharge trends. The map divides the world into nine major geographic regions based on hydrological and socio-economic characteristics. Each region is further split into subregions with either increasing (R⁺, darker shades) or decreasing (R⁻, lighter shades) discharge trends, as observed between 1971 and 2010."
180,https://drive.google.com/file/d/1RYeka4UQeBNNK8ZiO9QkOYKYyZA9ohc8/view?usp=drive_link,"The map shows subnational GDP losses across Europe due to heatwave-induced labor productivity decline in 2018. Southern regions, particularly in Spain, France, and Italy, experienced the most severe impacts, with losses exceeding 2.5% of regional GDP in some areas."
181,https://drive.google.com/file/d/1O4XzdBBnpuTwGnJn8Jqi17_BdhjJ6NvU/view?usp=drive_link,"This map illustrates the spatial distribution of GDP impacts from the 2010 summer heatwave. Notable losses are concentrated in southern and eastern Europe, including parts of Greece, Bulgaria, and southern Spain."
182,https://drive.google.com/file/d/1vuDSnUbMto39jK7f_dfuFqAstEhNxiTY/view?usp=drive_link,"The 2003 heatwave led to widespread economic disruption across Europe. Southern and central regions, especially France, Italy, and the Balkans, show some of the highest heat-related productivity losses observed in the study."
183,https://drive.google.com/file/d/19dx2p2mtDW9PYDNqfYqU5h5ptBCdCsxo/view?usp=drive_link,"Subnational GDP losses were again prominent in southern Europe, with intensified effects observed in Spain, Italy, and the Balkans, reflecting repeated vulnerability to extreme summer heat."
184,https://drive.google.com/file/d/1HKpOCV9GcLNaI7_J6G-NfMYwvkh9Wo9e/view?usp=drive_link,"Each panel shows the estimated regional GDP loss (%) from heatwave-induced labor productivity declines in the years 2003, 2010, 2015, and 2018. The maps highlight both the recurrence of losses in southern Europe and the gradual expansion of impacts northward over time."
185,https://drive.google.com/file/d/1I3auDrCZ3FtsQoIAFudQmkY59VX22P7J/view?usp=drive_link,"Schematic of the study’s modeling approach. Green and blue boxes represent models and data, respectively. Observations drive Earth system model (ESM) simulations, which are then used to train emulator models to predict regional climate responses across time and emissions scenarios."
186,https://drive.google.com/file/d/16WjVK_EG71W5AT4jBWoImrAeYWRSUQYF/view?usp=drive_link,Comparison of observed and emulated regional temperature anomalies (2001–2020). Emulators are trained on individual ESMs and CMIP6 multi-model means. Panels show observed vs. emulated temperature trends for each land region.
187,https://drive.google.com/file/d/1ynPERmRRFXLjESdSqSGtnswybbfWtO8T/view?usp=drive_link,"Comparison of emulator-predicted and observed precipitation anomalies. Similar to Fig. 2 but for precipitation. Results demonstrate good agreement across most land regions, with some variation in tropics."
